PMID,Title,Author,Abstract
24493999,Emotional intelligence as an indicator of satisfaction with life of patients with psoriasis,Małgorzata A Basińska,"Introduction: Research reports confirm the existence of a relation between emotional intelligence and various aspects of human functioning. It protects psychical and physical health of an individual, helps to adapt to new conditions and, consequently, contributes to the increase in life quality expressed in satisfaction with life. Psoriasis, a chronic skin disease, may negatively influence the psychical state of a patient and his or her social functioning, which leads to the decrease in satisfaction with life. Aim: This research aimed at determining the relation between emotional intelligence and satisfaction with life in a group of patients with psoriasis. Material and methods: The research group consisted of 81 people with psoriasis (40 men and 41 women) with the average age of 41.22 (SD = 14.18). The research tools used included the Emotional Intelligence Questionnaire INTE, Satisfaction With Life Scale (SWLS), personal questionnaire and PASI scale. Results: There is a positive correlation between emotional intelligence and satisfaction with life in the group of patients with psoriasis. Especially factor I - using emotions in thinking and operating - positively correlates with satisfaction with life. Conclusions: Emotional intelligence together with the percentage of body area taken by pathological changes are the indicators of satisfaction with life in patients with psoriasis."
24475528,Enhance hospital performance from intellectual capital to business intelligence,Mahtab Karami,"Business intelligence (BI) refers to technologies, tools, and practices for collecting, integrating, analyzing, and presenting large volumes of information to enable better decision making. The aim of this study is to provide a general overview of BI and its impacts on improving hospital performance. In this paper, literature is reviewed on the concept, classification, and structure of intellectual capital and BI. Research on the building of BI and its impact on the performance of hospitals are briefly summarized. Some areas in healthcare which can utilize BI benefits, including radiology, are also discussed. Used properly, BI is an effective communication tool that can enable hospitals to reach strategic goals and objectives and can also help eliminate information asymmetry."
24472488,Systems integrity in health and aging - an animal model approach,Marije Oostindjer,"Human lifespan is positively correlated with childhood intelligence, as measured by psychometric (IQ) tests. The strength of this correlation is similar to the negative effect that smoking has on the life course. This result suggests that people who perform well on psychometric tests in childhood may remain healthier and live longer. The correlation, however, is debated: is it caused exclusively by social-environmental factors or could it also have a biological component? Biological traits of systems integrity that might result in correlations between brain function and lifespan have been suggested but are not well-established, and it is questioned what useful knowledge can come from understanding such mechanisms. In a recent study, we found a positive correlation between brain function and longevity in honey bees. Honey bees are highly social, but relevant social-environmental factors that contribute to cognition-survival correlations in humans are largely absent from insect colonies. Our results, therefore, suggest a biological explanation for the correlation in the bee. Here, we argue that individual differences in stress handling (coping) mechanisms, which both affect the bees' performance in tests of brain function and their survival could be a trait of systems integrity. Individual differences in coping are much studied in vertebrates, and several species provide attractive models. Here, we discuss how pigs are an interesting model for studying behavioural, physiological and molecular mechanisms that are recruited during stress and that can drive correlations between health, cognition and longevity traits. By revealing biological factors that make individuals susceptible to stress, it might be possible to alleviate health and longevity disparities in people."
24467756,Is protein folding problem really a NP-complete one? First investigations,Christophe Guyeux,"To determine the 3D conformation of proteins is a necessity to understand their functions or interactions with other molecules. It is commonly admitted that, when proteins fold from their primary linear structures to their final 3D conformations, they tend to choose the ones that minimize their free energy. To find the 3D conformation of a protein knowing its amino acid sequence, bioinformaticians use various models of different resolutions and artificial intelligence tools, as the protein folding prediction problem is a NP complete one. More precisely, to determine the backbone structure of the protein using the low resolution models (2D HP square and 3D HP cubic), by finding the conformation that minimizes free energy, is intractable exactly. Both proofs of NP-completeness and the 2D prediction consider that acceptable conformations have to satisfy a self-avoiding walk (SAW) requirement, as two different amino acids cannot occupy a same position in the lattice. It is shown in this document that the SAW requirement considered when proving NP-completeness is different from the SAW requirement used in various prediction programs, and that they are different from the real biological requirement. Indeed, the proof of NP completeness and the predictions in silico consider conformations that are not possible in practice. Consequences of this fact are investigated in this research work."
24466572,"Children with cochlear implants: cognitive skills, adaptive behaviors, social and emotional skills",Andrea De Giacomo,"Objective: The aim of this study is to examine cognitive skills, adaptive behavior, social and emotional skills in deaf children with cochlear implant (CI) compared to normal hearing children. Methods: The study included twenty children affected by profound hearing loss implanted with a CI compared to 20 healthy children matched to chronological age and gender. Results: Results of this study indicated that 55% of children with CI showed a score in the normal range of nonverbal intelligence (IQ > 84), 40% in the borderline range (71 < IQ < 84) and 5% were in mild range(50 < IQ < 70). No significant differences were found after comparison with normal hearing children.Children with CI reported more abnormalities in emotional symptoms (p = .018) and peer problems(p = .037) than children with normal hearing. Age of CI was negatively correlated with IQ (p = .002),positively correlated with emotional symptoms (p = .04) and with peer problems (p = .02). Conclusions: CI has a positive effect on the lives of deaf children, especially if it is implanted in much earlier ages."
24460364,Multi-agent systems: effective approach for cancer care information management,Niloofar Mohammadzadeh,"Physicians, in order to study the causes of cancer, detect cancer earlier, prevent or determine the effectiveness of treatment, and specify the reasons for the treatment ineffectiveness, need to access accurate, comprehensive, and timely cancer data. The cancer care environment has become more complex because of the need for coordination and communication among health care professionals with different skills in a variety of roles and the existence of large amounts of data with various formats. The goals of health care systems in such a complex environment are correct health data management, providing appropriate information needs of users to enhance the integrity and quality of health care, timely access to accurate information and reducing medical errors. These roles in new systems with use of agents efficiently perform well. Because of the potential capability of agent systems to solve complex and dynamic health problems, health care system, in order to gain full advantage of E- health, steps must be taken to make use of this technology. Multi-agent systems have effective roles in health service quality improvement especially in telemedicine, emergency situations and management of chronic diseases such as cancer. In the design and implementation of agent based systems, planning items such as information confidentiality and privacy, architecture, communication standards, ethical and legal aspects, identification opportunities and barriers should be considered. It should be noted that usage of agent systems only with a technical view is associated with many problems such as lack of user acceptance. The aim of this commentary is to survey applications, opportunities and barriers of this new artificial intelligence tool for cancer care information as an approach to improve cancer care management."
24457322,Cyber security: a critical examination of information sharing versus data sensitivity issues for organisations at risk of cyber attack,Jason Mallinder,"Cyber threats are growing and evolving at an unprecedented rate.Consequently, it is becoming vitally important that organisations share information internally and externally before, during and after incidents they encounter so that lessons can be learned, good practice identified and new cyber resilience capabilities developed. Many organisations are reluctant to share such information for fear of divulging sensitive information or because it may be vague or incomplete. This provides organisations with a complex dilemma: how to share information as openly as possibly about cyber incidents, while protecting their confidentiality and focusing on service recovery from such incidents. This paper explores the dilemma of information sharing versus sensitivity and provides a practical overview of considerations every business continuity plan should address to plan effectively for information sharing in the event of a cyber incident."
24455660,Angelina's choice,Nishu Singh Goel,"This is an opinion piece on how a celebrity's personal choice to undergo prophylactic mastectomy on discovery of an aberrant gene, when publicly promoted, carries in itself the power to influence and impact healthcare trends and decisions. When celebrities advocate causes that are universally and uniformly acceptable and indisputable as the best in the realm of healthcare and cure (e.g. no smoking), it creates well-being and awareness in society at large. But those which are personal choices made out of a repertoire of other available and effective options may, because of celebrity preference, don the mantle of a norm. They thus run the danger of being blindly replicated by others without proper awareness and knowledge of the true potential of disease, risk factors, and other existing remedial or risk-reducing measures. Society should thus be encouraged to question, debate, and understand the validity, authenticity, and reason of the choices, especially those with a medical basis. This tempering of information with intelligence and rationale and making informed choices based on facts will serve humanity as a whole."
24453490,Effectiveness and safety of Nintendo Wii Fit Plus™ training in children with migraine without aura: a preliminary study,Maria Esposito,"Background: Migraine without aura (MoA) is a painful syndrome, particularly in childhood; it is often accompanied by severe impairments, including emotional dysfunction, absenteeism from school, and poor academic performance, as well as issues relating to poor cognitive function, sleep habits, and motor coordination. Materials and methods: The study population consisted of 71 patients affected by MoA (32 females, 39 males) (mean age: 9.13±1.94 years); the control group consisted of 93 normally developing children (44 females, 49 males) (mean age: 8.97±2.03 years) recruited in the Campania school region. The entire population underwent a clinical evaluation to assess total intelligence quotient level, visual-motor integration (VMI) skills, and motor coordination performance, the later using the Movement Assessment Battery for Children (M-ABC). Children underwent training using the Wii-balance board and Nintendo Wii Fit Plus™ software (Nintendo Co, Ltd, Kyoto, Japan); training lasted for 12 weeks and consisted of three 30-minute sessions per week at their home. Results: The two starting populations (MoA and controls) were not significantly different for age (P=0.899) and sex (P=0.611). M-ABC and VMI performances at baseline (T0) were significantly different in dexterity, balance, and total score for M-ABC (P<0.001) and visual (P=0.003) and motor (P<0.001) tasks for VMI. After 3 months of Wii training (T1), MoA children showed a significant improvement in M-ABC global performance (P<0.001), M-ABC dexterity (P<0.001), M-ABC balance (P<0.001), and VMI motor task (P<0.001). Conclusion: Our study reported the positive effects of the Nintendo Wii Fit Plus™ system as a rehabilitative device for the visuomotor and balance skills impairments among children affected by MoA, even if further research and longer follow-up are needed."
24447453,Chemical analysis of pharmaceuticals and explosives in fingermarks using matrix-assisted laser desorption ionization/time-of-flight mass spectrometry,Kimberly Kaplan-Sandquist,"Chemical analysis of latent fingermarks, ""touch chemistry,"" has the potential of providing intelligence or forensically relevant information. Matrix-assisted laser desorption ionization/time-of-flight mass spectrometry (MALDI/TOF MS) was used as an analytical platform for obtaining mass spectra and chemical images of target drugs and explosives in fingermark residues following conventional fingerprint development methods and MALDI matrix processing. There were two main purposes of this research: (1) develop effective laboratory methods for detecting drugs and explosives in fingermark residues and (2) determine the feasibility of detecting drugs and explosives after casual contact with pills, powders, and residues. Further, synthetic latent print reference pads were evaluated as mimics of natural fingermark residue to determine if the pads could be used for method development and quality control. The results suggest that artificial amino acid and sebaceous oil residue pads are not suitable to adequately simulate natural fingermark chemistry for MALDI/TOF MS analysis. However, the pads were useful for designing experiments and setting instrumental parameters. Based on the natural fingermark residue experiments, handling whole or broken pills did not transfer sufficient quantities of drugs to allow for definitive detection. Transferring drugs or explosives in the form of powders and residues was successful for preparing analytes for detection after contact with fingers and deposition of fingermark residue. One downfall to handling powders was that the analyte particles were easily spread beyond the original fingermark during development. Analyte particles were confined in the original fingermark when using transfer residues. The MALDI/TOF MS was able to detect procaine, pseudoephedrine, TNT, and RDX from contact residue under laboratory conditions with the integration of conventional fingerprint development methods and MALDI matrix. MALDI/TOF MS is a nondestructive technique which provides chemical information in both the mass spectra and chemical images."
24438777,The spatial and temporal distribution of pollen in a room: forensic implications,R M Morgan,"This paper presents two experimental studies that deal with the spatial and temporal distribution of pollen grains within a room of a domestic dwelling. The findings concur with the preliminary work of Morgan et al. [1] and provide greater detail as to the behaviour of pollen grains within indoor locations that are pertinent for forensic investigations. The spatial distribution of pollen in a room exhibits strong distance decay trends, with the majority of pollen recovered within 0.8m of its source. The pollen was found to persist in increasing quantities during the time the flowers were in the room. This study also shows that 20days after the flowers were removed, 25-32% of the original pollen was still present within the room. The influence of disturbance was investigated and whilst areas of high disturbance were found to retain less pollen than undisturbed locations, the influence of the proximity to source was a more dominant factor. These findings have significant implications for forensic investigation protocols, particularly the collection and interpretation phases of trace evidence analysis. The distribution of pollen around a room ensures that viable sources of trace pollen are available for transfer if contact is made between a location in the room and a suspect. The persistence of pollen many days after the flowers have been removed from a room indicates that many rooms in domestic dwellings will have distinctive assemblages that reflect the history of the flowers that have been displayed within that room in the past, and that these assemblages will persist and therefore be available for transfer. These preliminary findings indicate that investigation by forensic palynology in indoor domestic settings may well be an underutilised technique that has the potential to provide accurate and valuable intelligence and evidence for forensic enquiry."
24438775,The use of organic and inorganic impurities found in MDMA police seizures in a drug intelligence perspective,Marie Morelato,"Traditional forensic drug profiling involves numerous analytical techniques, and the whole process is typically costly and may be time consuming. The aim of this study was to investigate the possibility of prioritising techniques utilised at the Australian Federal Police (AFP) for the chemical profiling of 3,4-methylenedioxymethylamphetamine (MDMA). The outcome would provide the AFP with the ability to obtain more timely and valuable results that could be used in an intelligence perspective. Correlation coefficients were used to obtain a similarity degree between a population of linked samples (within seizures) and a population of unlinked samples (between different seizures) and discrimination between the two populations was ultimately achieved. The results showed that gas chromatography-mass spectrometry (GC-MS) was well suited as a single technique to detect links between seizures and could be used in priority for operational intelligence purposes. Furthermore, the method was applied to seizures known or suspected (through their case information) to be linked to each other to assess the chemical similarity between samples. It was found that half of the seizures previously linked by the case number were also linked by the chemical profile. This procedure was also able to highlight links between cases that were previously unsuspected and retrospectively confirmed by circumstantial information. The findings are finally discussed in the broader forensic intelligence context, with a focus on how they could be successfully incorporated into investigations and in an intelligence-led policing perspective in order to understand trafficking markets."
24431472,A Survey on Ambient Intelligence in Health Care,Giovanni Acampora,"Ambient Intelligence (AmI) is a new paradigm in information technology aimed at empowering people's capabilities by the means of digital environments that are sensitive, adaptive, and responsive to human needs, habits, gestures, and emotions. This futuristic vision of daily environment will enable innovative human-machine interactions characterized by pervasive, unobtrusive and anticipatory communications. Such innovative interaction paradigms make ambient intelligence technology a suitable candidate for developing various real life solutions, including in the health care domain. This survey will discuss the emergence of ambient intelligence (AmI) techniques in the health care domain, in order to provide the research community with the necessary background. We will examine the infrastructure and technology required for achieving the vision of ambient intelligence, such as smart environments and wearable medical devices. We will summarize of the state of the art artificial intelligence methodologies used for developing AmI system in the health care domain, including various learning techniques (for learning from user interaction), reasoning techniques (for reasoning about users' goals and intensions) and planning techniques (for planning activities and interactions). We will also discuss how AmI technology might support people affected by various physical or mental disabilities or chronic disease. Finally, we will point to some of the successful case studies in the area and we will look at the current and future challenges to draw upon the possible future research paths."
24424102,Sleep disorders in children with cerebral palsy: neurodevelopmental and behavioral correlates,Domenico M Romeo,"Objectives: We aimed to estimate the frequency of sleep disorders in children with cerebral palsy (CP) using the Sleep Disturbance Scale for Children (SDSC) and to evaluate the relations between sleep disorders and motor, cognitive, and behavioral problems. Methods: One hundred and sixty-five children with CP ages 6-16 years (mean age, 11years) were assessed using the SDSC, the Gross Motor Function Classification System (GMFCS), the Wechsler Intelligence Scale for Children and the Child Behavior Check List (CBCL) to assess sleep, motor, cognitive, and behavioral problems, respectively. Results: An abnormal total sleep score was found in 19% of children with CP; more than 40% of children had an abnormal score on at least one SDSC factor. The SDSC total score was significantly associated (P<.01) with mental retardation, epilepsy, CBCL scores, and level 5 on the GMFCS. Conclusions: Our results confirm that sleep disorders are common in children with cerebral palsy. The relationship between motor and cognitive behavior and epilepsy should be further explored to better understand how these factors influence one another to identify effective treatments and to improve the well-being of the child."
24408338,The use of nouns and verbs by children with Down syndrome in two different situations,Suelly Cecilia Olivan Limongi,"Purpose: To verify the use of nouns and verbs by children with Down syndrome and to compare this use between conditions of interaction with the mother and the Speech-language pathologist (SLP). Methods: Participants were 21 children aged between 5 and 11 years, divided into three groups, according to chronological and mental age as established by the results of the Primary Tests of Nonverbal Intelligence. The speech sample was obtained through free interaction situations that were videotaped during session of 30 minutes and transcribed in specific protocols. The first 100 utterances from the first five minutes were used. The interval between each situation ranged from 7 to 15 days. T-test and analysis of variance were used for statistical analysis and the significance level adopted was of 5%. Results: More verbs than nouns were used in both conditions; however, a higher number of nouns were observed during the interaction with the SLP. The between-group comparison in the interaction with the SLP shows significant differences for verbs and nouns, but during the interaction with the mother, there was tendency for difference only for the verbs. Conclusion: The data indicate the growing development on using of nouns and verbs according to the increase of age. There was a higher use of verbs when compared with nouns mainly in the condition of interaction with the SLP."
24408238,Phonological awareness and the working memory of children with and without literacy difficulties,Andreia Martins de Souza Cardoso,"Purpose: To investigate phonological awareness and working memory skills as well as their influence on the literacy process in a group of intellectually normal children. Methods: Forty intellectually normal children (7.6-8.0 years) from the second and third grades of elementary school participated. Children were organized in two groups (20 children each): one with and another without literacy difficulties. These participants underwent RAVEN's intelligence quotient test, audiometric assessment, CONFIAS test of phonological awareness, written spelling task, and working memory test. Results: Children in the alphabetic phase presented a good development of phonological awareness, and 85% of them showed a high-performance working memory. Children in the syllabic-alphabetic phase had changes in phonological awareness, and 91.6% of them showed an average working memory performance. The subjects at pre-syllabic and syllabic phases demonstrated more difficulties in phonological awareness than those at syllabic-alphabetic and had a poor working memory performance. Between-group differences were observed for CONFIAS and working memory tests (p<0.0001). There was also a significant correlation (r=0.78, p=0.01) between the skills of phonological awareness and working memory for the total sample of individuals. Conclusions: Based on these results, it was found that as phonological awareness and working memory levels increased, the literacy phase also advanced, therefore showing that these are directly proportional measures."
24407307,EEG/ERP adaptive noise canceller design with controlled search space (CSS) approach in cuckoo and other optimization algorithms,M K Ahirwal,"This paper explores the migration of adaptive filtering with swarm intelligence/evolutionary techniques employed in the field of electroencephalogram/event-related potential noise cancellation or extraction. A new approach is proposed in the form of controlled search space to stabilize the randomness of swarm intelligence techniques especially for the EEG signal. Swarm-based algorithms such as Particles Swarm Optimization, Artificial Bee Colony, and Cuckoo Optimization Algorithm with their variants are implemented to design optimized adaptive noise canceler. The proposed controlled search space technique is tested on each of the swarm intelligence techniques and is found to be more accurate and powerful. Adaptive noise canceler with traditional algorithms such as least-mean-square, normalized least-mean-square, and recursive least-mean-square algorithms are also implemented to compare the results. ERP signals such as simulated visual evoked potential, real visual evoked potential, and real sensorimotor evoked potential are used, due to their physiological importance in various EEG studies. Average computational time and shape measures of evolutionary techniques are observed 8.21E-01 sec and 1.73E-01, respectively. Though, traditional algorithms take negligible time consumption, but are unable to offer good shape preservation of ERP, noticed as average computational time and shape measure difference, 1.41E-02 sec and 2.60E+00, respectively."
24399975,Dysconnectivity in the frontoparietal attention network in schizophrenia,Jonathan P Roiser,"Cognitive impairment is common in patients with schizophrenia, and even those with relatively preserved function perform worse than healthy volunteers (HVs) on attentional tasks. This is consistent with the hypothesis that connectivity - in the frontoparietal network (FPN) activated during attention - is disrupted in schizophrenia. We examined attentional effects on connectivity in the FPN, in schizophrenia, using magnetoencephalography (MEG). Twenty-three HVs and 19 first-episode schizophrenia patients were scanned during a simple visual change test, known to activate the FPN, in which attention was monitored and directed with an orthogonal flicker-detection task. Dynamic causal modeling (DCM) of evoked responses was used to assess effective connectivity - and its modulation by changes in the attended stimulus dimension - in the following network: higher visual area; temporoparietal junction (TPJ); intraparietal sulcus (IPS); dorsal anterior cingulate cortex; and ventrolateral prefrontal cortex. The final MEG analysis included 18 HVs and 14 schizophrenia patients. While all participants were able to maintain attention, HVs responded slightly, but non-significantly, more accurately than schizophrenia patients. HVs, but not schizophrenia patients, exhibited greater cortical responses to attended visual changes. Bayesian model comparison revealed that a DCM with attention dependent changes in both top-down and bottom-up connections best explained responses by patients with schizophrenia, while in HVs the best model required only bottom-up changes. Quantitative comparison of connectivity estimates revealed a significant group difference in changes in the right IPS-TPJ connection: schizophrenia patients showed relative reductions in connectivity during attended stimulus changes. Crucially, this reduction predicted lower intelligence. These data are consistent with the hypothesis that functional dysconnections in the FPN contribute to cognitive impairment in schizophrenia."
24398256,Spatial working memory ability in individuals at ultra high risk for psychosis,Vina M Goghari,"The goal of this investigation was to clarify the nature of spatial working memory difficulties in individuals at ultra high risk (UHR) for psychosis. We evaluated spatial working memory and intelligence in 96 individuals at UHR for psychosis, 28 patients with first episode psychosis (FEP), and 23 healthy controls. Fourteen UHR individuals developed a psychotic disorder during follow-up. Compared to controls, the UHR group was impaired in both the short-term maintenance of material and in the effective use of strategy, but not more immediate memory. These impairments were not as severe as those in the FEP group, as the UHR group performed better than the FEP group. A similar pattern of results was found for the intelligence measures. Discriminant function analyses demonstrated short-term maintenance of material significantly differentiated the UHR and healthy control groups even when accounting for full scale intelligence quotient (IQ); whereas full scale IQ significantly differentiated the UHR and FEP groups and FEP and control groups. Notably, within the UHR group, impaired spatial working memory performance was associated with lower global functioning, but not full scale IQ. The subgroup of UHR individuals who later developed psychosis was not significantly more impaired on any aspect of working memory performance than the group of UHR individuals who did not develop psychosis. Given, the relationship between spatial working memory deficits and functional outcome, these results indicate that cognitive remediation could be useful in individuals at UHR for psychosis to potentially improve functioning."
24396685,Polyglandular Autoimmune Syndrome Type III with Primary Hypoparathyroidism,Sang Jin Kim,"Polyglandular autoimmune syndrome is defined as multiple endocrine gland insufficiencies accompanied by autoimmune diseases of the endocrine and nonendocrine system. After Schmidt introduced a case of nontuberculosis adrenal gland dysfunction with thyroiditis in 1926, Neufeld defined polyglandular autoimmune syndrome by I, II, and III subtypes in 1980 by their presentation of occurrence age, heredity methods, relationship with human leukocyte antigen, and accompanying diseases. We report a case of a 32-year-old female with polyglandular autoimmune syndrome III accompanied by type 1 diabetes mellitus that was treated with insulin (36 units per day) for 11 years. She had insulin deficiency and Hashimoto thyroiditis as an autoimmune disorder. In addition, she had several features similar to Albright's hereditary osteodystrophy including short stature, truncal obesity, round face, short neck, low intelligence (full IQ 84), and decreased memory. Although Albright's hereditary osteodystrophy is morphological evidence of pseudohypoparathyroidism or pseudopseudohypoparathyroidism, she had primary hypoparathyroidism on laboratory results. Here, we report a case of polyglandular autoimmune syndrome III with type 1 diabetes mellitus, autoimmune thyroiditis, and primary hypoparathyroidism, accompanied by clinical features similar to Albright's hereditary osteodystrophy."
24394878,Correlation between sleep disorder screening and executive dysfunction in children with attention deficit-hyperactivity disorder,Elizabeth Zambrano-Sánchez,"Objective: To compare frequency of sleep disorders (SD) and executive dysfunction (ED) in children with attention deficit-hyperactivity disorder (ADHD) and a control group. Method: We studied 156 children with ADHD with a mean age of 8.5 years, and a control group with 111 children with a mean age of 8.3 years. We utilized the Pediatric Sleep Questionnaire (PSQ) to screen SD and the working memory measurement from the Wechsler intelligence scale for children (WISC-IV) to screen ED. Results: We did not observe an increased frequency of SD in children with ADHD compared with the controls. However, we did identify ED in children with ADHD; additionally a significant correlation was observed between the type of ADHD and SD and among ED, WISC-IV measurements, and type of SD in children with ADHD. Conclusion: An increase of SD frequency in children with ADHD was not observed, but we did identify ED in children with ADHD. Additionally, a correlation among ADHD types, SD, ED, and WISC-IV measurements was observed in children with ADHD."
24391781,A critical meta-analysis of lens model studies in human judgment and decision-making,Esther Kaufmann,"Achieving accurate judgment ('judgmental achievement') is of utmost importance in daily life across multiple domains. The lens model and the lens model equation provide useful frameworks for modeling components of judgmental achievement and for creating tools to help decision makers (e.g., physicians, teachers) reach better judgments (e.g., a correct diagnosis, an accurate estimation of intelligence). Previous meta-analyses of judgment and decision-making studies have attempted to evaluate overall judgmental achievement and have provided the basis for evaluating the success of bootstrapping (i.e., replacing judges by linear models that guide decision making). However, previous meta-analyses have failed to appropriately correct for a number of study design artifacts (e.g., measurement error, dichotomization), which may have potentially biased estimations (e.g., of the variability between studies) and led to erroneous interpretations (e.g., with regards to moderator variables). In the current study we therefore conduct the first psychometric meta-analysis of judgmental achievement studies that corrects for a number of study design artifacts. We identified 31 lens model studies (N = 1,151, k = 49) that met our inclusion criteria. We evaluated overall judgmental achievement as well as whether judgmental achievement depended on decision domain (e.g., medicine, education) and/or the level of expertise (expert vs. novice). We also evaluated whether using corrected estimates affected conclusions with regards to the success of bootstrapping with psychometrically-corrected models. Further, we introduce a new psychometric trim-and-fill method to estimate the effect sizes of potentially missing studies correct psychometric meta-analyses for effects of publication bias. Comparison of the results of the psychometric meta-analysis with the results of a traditional meta-analysis (which only corrected for sampling error) indicated that artifact correction leads to a) an increase in values of the lens model components, b) reduced heterogeneity between studies, and c) increases the success of bootstrapping. We argue that psychometric meta-analysis is useful for accurately evaluating human judgment and show the success of bootstrapping."
24384325,Task structure complexity and goal neglect in typically developing children,Gareth Roberts,"Goal neglect is a failure to enact task requirements despite being able to accurately report them. In this study, we introduce a new child-appropriate experimental paradigm to measure goal neglect in children between 7 and 11 years of age and test the hypothesis that the complexity of an action plan, not real-time trial demands, increases goal neglect. A total of 66 children (Mage=9.50 years) were administered a Feature Match task. Half of the children were given four rules for matching, and half were given three rules for matching. After practice, the four-rules group was told to ignore the additional rule, and both groups completed an identical three-rules task. The results showed that the extra rule increased goal neglect and its correlation with fluid intelligence. Although intermittent trial errors were correlated with fluid intelligence for both groups, only in the four-rules group were systematic rule failures (i.e., goal neglect) correlated with fluid intelligence. Task performance improved with chronological age; however, when controlling for the influence of fluid intelligence, the relationship between age and task performance was effectively removed. This suggests that a child's current level of fluid intelligence (and not age) determines task performance. We suggest that the relationship among goal neglect, complex task instructions, and fluid intelligence is linked to the mental preparation for future events, that is, mentally compiling verbal instructions into a set of activated goal representations in working memory that represent what is to be done and under what circumstances."
24382822,Genetic associations between intelligence and cortical thickness emerge at the start of puberty,Rachel M Brouwer,"Cognitive abilities are related to (changes in) brain structure during adolescence and adulthood. Previous studies suggest that associations between cortical thickness and intelligence may be different at different ages. As both intelligence and cortical thickness are heritable traits, the question arises whether the association between cortical thickness development and intelligence is due to genes influencing both traits. We study this association in a longitudinal sample of young twins. Intelligence was assessed by standard IQ tests at age 9 in 224 twins, 190 of whom also underwent structural magnetic resonance imaging (MRI). Three years later at age 12, 177/125 twins returned for a follow-up measurement of intelligence/MRI scanning, respectively. We investigated whether cortical thickness was associated with intelligence and if so, whether this association was driven by genes. At age 9, there were no associations between cortical thickness and intelligence. At age 12, a negative relationship emerged. This association was mainly driven by verbal intelligence, and manifested itself most prominently in the left hemisphere. Cortical thickness and intelligence were explained by the same genes. As a post hoc analysis, we tested whether a specific allele (rs6265; Val66Met in the BDNF gene) contributed to this association. Met carriers showed lower intelligence and a thicker cortex, but only the association between the BDNF genotype and cortical thickness in the left superior parietal gyrus reached significance. In conclusion, it seems that brain areas contributing to (verbal) intellectual performance are specializing under the influence of genes around the onset of puberty."
24381888,"Emotional, behavioral and cognitive profile, and quality of life of Indian children and adolescents with type 1 diabetes",Kriti Puri,"Background and aims: The psychological stress associated with type 1 diabetes (T1D) may be higher in children from developing world due to limited health resources. The aims of the study were to assess the quality of life (QoL), emotional well-being, behavioral, and cognitive profile of children/adolescents with T1D diagnosed at least 6 months prior. Materials and methods: Forty-nine children with T1D, aged 6-18 years were assessed using DAWN Youth QoL questionnaire, WHO-5 Well-Being Index, Child Behavior Checklist (CBCL), and Malin's Intelligence Scale for Indian children (MISIC). The association of the scores was studied with age, gender, socioeconomic status (SES), frequency of hypoglycemia, HbA1c, and age of onset and duration of T1D. Results: The mean (standard deviation (SD)) for DAWN QoL, WHO-5, CBCL, and MISIC scores was 24.7 (16.7), 74.6 (19.4), 52.6 (8.8), and 96.0 (11.2), respectively. The significant associations noted were: Elevated HbA1c with poorer emotional well-being; higher negative impact on 'symptoms of disease' and 'future prospects' sub-areas of QoL; shorter duration of disease with more behavioral issues; lower maternal education with more 'withdrawn/depressed' behaviors and 'worry about future prospects'; and lower SES with lower MISIC scores. Earlier onset (age <5 years) was associated with fewer behavioral problems and less negative impact on QoL. Conclusion: Children with recent diagnosis, older age at onset, lower maternal educational level, elevated HbA1c, or belonging to lower SES were identified to have higher prevalence of various psychological and cognitive problems. In resource-limited settings, these children should be prioritized for behavioral and cognitive evaluation."
24380768,A prenatal case of split-hand malformation associated with 17p13.3 triplication - a dilemma in genetic counseling,H M Luk,"Copy number gain of 17p13.3 has been shown to be associated with developmental delay/autism and Split-Hand-Foot malformation. We report a case of fetus with bilateral split-hand malformation detected on prenatal ultrasound. Array comparative genomic hybridization detected 2 maternally inherited copy number gains in the 17p13.3 region with one of them involving the BHLHA9 gene and part of the YWHAE gene. The mother is normal in intelligence with mild right foot anomaly only. Although the BHLHA9 copy gain is known to be associated with split-hand-foot malformation, the penetrance and expressivity is highly variable. More challenging is the effect of partial YWHAE copy number gain on neurodevelopment is inconclusive based on current literature. This case highlights the difficulties of prenatal genetic counseling in array comparative genomic hybridization findings in clinical situation with incomplete understanding of genotype-phenotype correlation."
