PMID,Title,Author,Abstract
32722697,Deep transfer learning artificial intelligence accurately stages COVID-19 lung disease severity on portable chest radiographs,Jocelyn Zhu,"This study employed deep-learning convolutional neural networks to stage lung disease severity of Coronavirus Disease 2019 (COVID-19) infection on portable chest x-ray (CXR) with radiologist score of disease severity as ground truth. This study consisted of 131 portable CXR from 84 COVID-19 patients (51M 55.1±14.9yo; 29F 60.1±14.3yo; 4 missing information). Three expert chest radiologists scored the left and right lung separately based on the degree of opacity (0-3) and geographic extent (0-4). Deep-learning convolutional neural network (CNN) was used to predict lung disease severity scores. Data were split into 80% training and 20% testing datasets. Correlation analysis between AI-predicted versus radiologist scores were analyzed. Comparison was made with traditional and transfer learning. The average opacity score was 2.52 (range: 0-6) with a standard deviation of 0.25 (9.9%) across three readers. The average geographic extent score was 3.42 (range: 0-8) with a standard deviation of 0.57 (16.7%) across three readers. The inter-rater agreement yielded a Fleiss' Kappa of 0.45 for opacity score and 0.71 for extent score. AI-predicted scores strongly correlated with radiologist scores, with the top model yielding a correlation coefficient (R2) of 0.90 (range: 0.73-0.90 for traditional learning and 0.83-0.90 for transfer learning) and a mean absolute error of 8.5% (ranges: 17.2-21.0% and 8.5%-15.5, respectively). Transfer learning generally performed better. In conclusion, deep-learning CNN accurately stages disease severity on portable chest x-ray of COVID-19 lung infection. This approach may prove useful to stage lung disease severity, prognosticate, and predict treatment response and survival, thereby informing risk management and resource allocation."
32722657,A Frequency Pattern Mining Model Based on Deep Neural Network for Real-Time Classification of Heart Conditions,Hyun Yoo,"Recently, a massive amount of big data of bioinformation is collected by sensor-based IoT devices. The collected data are also classified into different types of health big data in various techniques. A personalized analysis technique is a basis for judging the risk factors of personal cardiovascular disorders in real-time. The objective of this paper is to provide the model for the personalized heart condition classification in combination with the fast and effective preprocessing technique and deep neural network in order to process the real-time accumulated biosensor input data. The model can be useful to learn input data and develop an approximation function, and it can help users recognize risk situations. For the analysis of the pulse frequency, a fast Fourier transform is applied in preprocessing work. With the use of the frequency-by-frequency ratio data of the extracted power spectrum, data reduction is performed. To analyze the meanings of preprocessed data, a neural network algorithm is applied. In particular, a deep neural network is used to analyze and evaluate linear data. A deep neural network can make multiple layers and can establish an operation model of nodes with the use of gradient descent. The completed model was trained by classifying the ECG signals collected in advance into normal, control, and noise groups. Thereafter, the ECG signal input in real time through the trained deep neural network system was classified into normal, control, and noise. To evaluate the performance of the proposed model, this study utilized a ratio of data operation cost reduction and F-measure. As a result, with the use of fast Fourier transform and cumulative frequency percentage, the size of ECG reduced to 1:32. According to the analysis on the F-measure of the deep neural network, the model had 83.83% accuracy. Given the results, the modified deep neural network technique can reduce the size of big data in terms of computing work, and it is an effective system to reduce operation time."
32722557,In Pursuit of Work Performance: Testing the Contribution of Emotional Intelligence and Burnout,Martin Sanchez-Gomez,"Previous research has highlighted the connection between emotional intelligence (EI) and work performance. However, the role of job burnout in this context remains relatively unexplored. This study aimed to examine the mediator role of burnout in the relationship between EI and work performance in a multioccupational sample of 1197 Spanish professionals (58.6% women). The participants completed the Wong and Law Emotional Intelligence Scale, the Maslach Burnout Inventory, and the Individual Work Performance Questionnaire. As expected, the results demonstrated a positive relationship between EI and performance, and a negative relationship with burnout, which has a mediator effect in the relationship between EI and work performance. Professionals with high levels of IE and low burnout reported the highest performance. Multiple mediation analyses showed that employees' EI was indirectly connected to work performance via professional efficacy and exhaustion, even when controlling the effects of sociodemographic variables. The same pattern was found when multiple mediations were conducted for each EI dimension. These findings demonstrate the importance of burnout in understanding work performance and emphasize the role of EI as a protective variable which can prevent the development or chronic progression of workers' burnout."
32722290,A Pilot Study of Multi-Input Recurrent Neural Networks for Drug-Kinase Binding Prediction,Kristy Carpenter,"The use of virtual drug screening can be beneficial to research teams, enabling them to narrow down potentially useful compounds for further study. A variety of virtual screening methods have been developed, typically with machine learning classifiers at the center of their design. In the present study, we created a virtual screener for protein kinase inhibitors. Experimental compound-target interaction data were obtained from the IDG-DREAM Drug-Kinase Binding Prediction Challenge. These data were converted and fed as inputs into two multi-input recurrent neural networks (RNNs). The first network utilized data encoded in one-hot representation, while the other incorporated embedding layers. The models were developed in Python, and were designed to output the IC50 of the target compounds. The performance of the models was assessed primarily through analysis of the Q2 values produced from runs of differing sample and epoch size; recorded loss values were also reported and graphed. The performance of the models was limited, though multiple changes are proposed for potential improvement of a multi-input recurrent neural network-based screening tool."
32722280,"Machine Learning Confirms Nonlinear Relationship between Severity of Peripheral Arterial Disease, Functional Limitation and Symptom Severity",Zulfiqar Qutrio Baloch,"Background: Peripheral arterial disease (PAD) involves arterial blockages in the body, except those serving the heart and brain. We explore the relationship of functional limitation and PAD symptoms obtained from a quality-of-life questionnaire about the severity of the disease. We used a supervised artificial intelligence-based method of data analyses known as machine learning (ML) to demonstrate a nonlinear relationship between symptoms and functional limitation amongst patients with and without PAD. Objectives: This paper will demonstrate the use of machine learning to explore the relationship between functional limitation and symptom severity to PAD severity. Methods: We performed supervised machine learning and graphical analysis, analyzing 703 patients from an administrative database with data comprising the toe-brachial index (TBI), baseline demographics and symptom score(s) derived from a modified vascular quality-of-life questionnaire, calf circumference in centimeters and a six-minute walk (distance in meters). Results: Graphical analysis upon categorizing patients into critical limb ischemia (CLI), severe PAD, moderate PAD and no PAD demonstrated a decrease in walking distance as symptoms worsened and the relationship appeared nonlinear. A supervised ML ensemble (random forest, neural network, generalized linear model) found symptom score, calf circumference (cm), age in years, and six-minute walk (distance in meters) to be important variables to predict PAD. Graphical analysis of a six-minute walk distance against each of the other variables categorized by PAD status showed nonlinear relationships. For low symptom scores, a six-minute walk test (6MWT) demonstrated high specificity for PAD. Conclusions: PAD patients with the greatest functional limitation may sometimes be asymptomatic. Patients without PAD show no relationship between functional limitation and symptoms. Machine learning allows exploration of nonlinear relationships. A simple linear model alone would have overlooked or considered such a nonlinear relationship unimportant."
32722210,Smart Multi-Sensor Platform for Analytics and Social Decision Support in Agriculture,Titus Balan,"Smart agriculture based on new types of sensors, data analytics and automation, is an important enabler for optimizing yields and maximizing efficiency to feed the world's growing population while limiting environmental pollution. The aim of this paper is to describe a multi-sensor Internet of Things (IoT) system for agriculture consisting of a soil probe, an air probe and a smart data logger. The implementation details will focus of the integration element and the innovative Artificial Intelligence based gas identification sensor. Furthermore, the paper focuses on the analytics and decision support system implementation that provides farming recommendations and is enhanced with a feedback loop from farmers and a social trust index that will increase the reliability of the system."
32722198,Fluidized Bed Jet Milling Process Optimized for Mass and Particle Size with a Fuzzy Logic Approach,Jaroslaw Krzywanski,"The milling process is a complex phenomenon dependent on various technological and material parameters. The development of a fluidized bed jet milling model is of high practical significance, since milling is utilized in many industries, and its complexity is still not sufficiently recognized. Therefore, this research aims to optimize fluidized bed jet milling with the use of fuzzy logic (FL) based approach as one of the primary artificial intelligence (AI) methods. The developed fuzzy logic model (FLMill) of the investigated process allows it to be described as a non-iterative procedure, over a wide range of operating conditions. Working air pressure, rotational speed of the classifier rotor, and time of conducting the test are considered as inputs, while mass and mean Sauter diameter of the product are defined as outputs. Several triangular and constant linguistic terms are used in the developed FLMill model, which was validated against the experimental data. The optimum working air pressure and the test's conducting time are 500 kPa and 3000 s, respectively. The optimum rotational speed of the classifier is equal to 50 s-1, considering the mass of the grinding product, and 250 s-1 for the mean Sauter diameter of the product. Such operating parameters allow obtaining 243.3 g of grinding product with the mean Sauter diameter of 11 µm. The research proved that the use of fuzzy logic modeling as a computer-based technique of solving mechanical engineering problems allows effective optimization of the fluidized bed jet milling process."
32722154,"Review of Big Data Analytics, Artificial Intelligence and Nature-Inspired Computing Models towards Accurate Detection of COVID-19 Pandemic Cases and Contact Tracing",Israel Edem Agbehadji,"The emergence of the 2019 novel coronavirus (COVID-19) which was declared a pandemic has spread to 210 countries worldwide. It has had a significant impact on health systems and economic, educational and social facets of contemporary society. As the rate of transmission increases, various collaborative approaches among stakeholders to develop innovative means of screening, detecting and diagnosing COVID-19's cases among human beings at a commensurate rate have evolved. Further, the utility of computing models associated with the fourth industrial revolution technologies in achieving the desired feat has been highlighted. However, there is a gap in terms of the accuracy of detection and prediction of COVID-19 cases and tracing contacts of infected persons. This paper presents a review of computing models that can be adopted to enhance the performance of detecting and predicting the COVID-19 pandemic cases. We focus on big data, artificial intelligence (AI) and nature-inspired computing (NIC) models that can be adopted in the current pandemic. The review suggested that artificial intelligence models have been used for the case detection of COVID-19. Similarly, big data platforms have also been applied for tracing contacts. However, the nature-inspired computing (NIC) models that have demonstrated good performance in feature selection of medical issues are yet to be explored for case detection and tracing of contacts in the current COVID-19 pandemic. This study holds salient implications for practitioners and researchers alike as it elucidates the potentials of NIC in the accurate detection of pandemic cases and optimized contact tracing."
32721953,Morphogo: An Automatic Bone Marrow Cell Classification System on Digital Images Analyzed by Artificial Intelligence,Xinyan Fu,"Introduction: The nucleated-cell differential count on the bone marrow aspirate smears is required for the clinical diagnosis of hematological malignancy. Manual bone marrow differential count is time consuming and lacks consistency. In this study, a novel artificial intelligence (AI)-based system was developed to perform cell automatic classification of bone marrow cells and determine its potential clinical applications. Materials and methods: Bone marrow aspirate smears were collected from the Xinqiao Hospital of Army Medical University. First, an automated analysis system (Morphogo) scanned and generated whole digital images of bone marrow smears. Then, the nucleated marrow cells in the selected areas of the smears at a magnification of ×1,000 were analyzed by the software utilizing an AI-based platform. The cell classification results were further reviewed and confirmed independently by 2 experienced pathologists. The automatic cell classification performance of the system was evaluated using 3 categories: accuracy, sensitivity, and specificity. Correlation coefficients and linear regression equations between automatic cell classification by the AI-based system and concurrent manual differential count were calculated. Results: In 230 cases, the classification accuracy was above 85.7% for hematopoietic lineage cells. Averages of sensitivity and specificity of the system were found to be 69.4 and 97.2%, respectively. The differential cell percentage of the automated count based on 200-500 cell counts was correlated with differential cell percentage provided by the pathologists for granulocytes, erythrocytes, and lymphocytes (r ≥ 0.762, p < 0.001). Discussion/conclusion: This pilot study confirmed that the Morphogo system is a reliable tool for automatic bone marrow cell differential count analysis and has potential for clinical applications. Current ongoing large-scale multicenter validation studies will provide more information to further confirm the clinical utility of the system."
32721853,CAB U-Net: An end-to-end category attention boosting algorithm for segmentation,Xiaofeng Ding,"With the development of machine learning and artificial intelligence, many convolutional neural networks (CNNs) based segmentation methods have been proposed for 3D cardiac segmentation. In this paper, we propose the category attention boosting (CAB) module, which combines the deep network calculation graph with the boosting method. On the one hand, we add the attention mechanism into the gradient boosting process, which enhances the information of coarse segmentation without high computation cost. On the other hand, we introduce the CAB module into the 3D U-Net segmentation network and construct a new multi-scale boosting model CAB U-Net which strengthens the gradient flow in the network and makes full use of the low resolution feature information. Thanks to the advantage that end-to-end networks can adaptively adjust the internal parameters, CAB U-Net can make full use of the complementary effects among different base learners. Extensive experiments on public datasets show that our approach can achieve superior performance over the state-of-the-art methods."
32721810,Determining the probability of juvenile delinquency by using support vector machines and designing a clinical decision support system,Ilknur Ucuz,"It is a known fact that individuals who engaged in delinquent behavior in childhood are more probable to carry on similar behavior in adulthood. If the factors that lead children to involve in delinquency are defined, the risk of dragging children into crime can be detected before they are involved in crime and delinquency can be prevented with appropriate preventive rehabilitation programs, in the early period. However, given that delinquent behavior occurs under the influence of multiple conditions and factors rather than a single risk factor; the need for diagnostic tools to evaluate multiple factors together is obvious. Artificial intelligence-based clinical decision support systems have already been used in the field of psychiatry as well as many other fields of medicine. In this study, we assume that thanks to artificial intelligence-based clinical decision support systems, children and adolescents at risk can be detected before the criminal behavior occurs by addressing certain factors. In this way, we anticipate that it can provide psychiatrists and other experts in the field."
32721409,Three-Dimensional Neural Network to Automatically Assess Liver Tumor Burden Change on Consecutive Liver MRIs,Alexander Goehler,"Background: Tumor response to therapy is often assessed by measuring change in liver lesion size between consecutive MRIs. However, these evaluations are both tedious and time-consuming for clinical radiologists. Purpose: In this study, we sought to develop a convolutional neural network to detect liver metastases on MRI and applied this algorithm to assess change in tumor size on consecutive examinations. Methods: We annotated a data set of 64 patients with neuroendocrine tumors who underwent at least two consecutive liver MRIs with gadoxetic acid. We then developed a 3-D neural network using a U-Net architecture with ResNet-18 building blocks that first detected the liver and then lesions within the liver. Liver lesion labels for each examination were then matched in 3-D space using an iterative closest point algorithm followed by Kuhn-Munkres algorithm. Results: We developed a deep learning algorithm that detected liver metastases, co-registered the detected lesions, and then assessed the interval change in tumor burden between two multiparametric liver MRI examinations. Our deep learning algorithm was concordant in 91% with the radiologists' manual assessment about the interval change of disease burden. It had a sensitivity of 0.85 (95% confidence interval (95% CI): 0.77; 0.93) and specificity of 0.92 (95% CI: 0.87; 0.96) to classify liver segments as diseased or healthy. The mean DICE coefficient for individual lesions ranged between 0.73 and 0.81. Conclusions: Our algorithm displayed high agreement with human readers for detecting change in liver lesions on MRI, offering evidence that artificial intelligence-based detectors may perform these tasks as part of routine clinical care in the future."
32720903,Development and Evaluation of a Smart Contract-Enabled Blockchain System for Home Care Service Innovation: Mixed Methods Study,Shuchih Ernest Chang,"Background: In the home care industry, the assignment and tracking of care services are controlled by care centers that are centralized in nature and prone to inefficient information transmission. A lack of trust among the involved parties, information opaqueness, and large manual manipulation result in lower process efficiency. Objective: This study aimed to explore and demonstrate the application of blockchain and smart contract technologies to innovate/renovate home care services for harvesting the desired blockchain benefits of process transparency, traceability, and interoperability. Methods: An object-oriented analysis/design combined with a unified modeling language tool was used to construct the architecture of the proposed home care service system. System feasibility was evaluated via an implementation test, and a questionnaire survey was performed to collect opinions from home care service respondents knowledgeable about blockchain and smart contracts. Results: According to the comparative analysis results, the proposed design outperformed the existing system in terms of traceability, system efficiency, and process automation. Moreover, for the questionnaire survey, the quantitative analysis results showed that the proposed blockchain-based system had significantly (P<.001) higher mean scores (when compared with the existing system) in terms of important factors, including timeliness, workflow efficiency, automatic notifications, insurance functionality, and auditable traceability. In summary, blockchain-based home care service participants will be able to enjoy improved efficiency, better transparency, and higher levels of process automation. Conclusions: Blockchain and smart contracts can provide valuable benefits to the home care service industry via distributed data management and process automation. The proposed system enhances user experiences by mitigating human intervention and improving service interoperability, transparency/traceability, and real-time response to home care service events. Efforts in exploring and integrating blockchain-based home care services with emerging technologies, such as the internet of things and artificial intelligence, are expected to provide further benefits and therefore are subject to future research."
32720866,Range of Radiologist Performance in a Population-based Screening Cohort of 1 Million Digital Mammography Examinations,Mattie Salim,"Background There is great interest in developing artificial intelligence (AI)-based computer-aided detection (CAD) systems for use in screening mammography. Comparative performance benchmarks from true screening cohorts are needed. Purpose To determine the range of human first-reader performance measures within a population-based screening cohort of 1 million screening mammograms to gauge the performance of emerging AI CAD systems. Materials and Methods This retrospective study consisted of all screening mammograms in women aged 40-74 years in Stockholm County, Sweden, who underwent screening with full-field digital mammography between 2008 and 2015. There were 110 interpreting radiologists, of whom 24 were defined as high-volume readers (ie, those who interpreted more than 5000 annual screening mammograms). A true-positive finding was defined as the presence of a pathology-confirmed cancer within 12 months. Performance benchmarks included sensitivity and specificity, examined per quartile of radiologists' performance. First-reader sensitivity was determined for each tumor subgroup, overall and by quartile of high-volume reader sensitivity. Screening outcomes were examined based on the first reader's sensitivity quartile with 10 000 screening mammograms per quartile. Linear regression models were fitted to test for a linear trend across quartiles of performance. Results A total of 418 041 women (mean age, 54 years ± 10 [standard deviation]) were included, and 1 186 045 digital mammograms were evaluated, with 972 899 assessed by high-volume readers. Overall sensitivity was 73% (95% confidence interval [CI]: 69%, 77%), and overall specificity was 96% (95% CI: 95%, 97%). The mean values per quartile of high-volume reader performance ranged from 63% to 84% for sensitivity and from 95% to 98% for specificity. The sensitivity difference was very large for basal cancers, with the least sensitive and most sensitive high-volume readers detecting 53% and 89% of cancers, respectively (P < .001). Conclusion Benchmarks showed a wide range of performance differences between high-volume readers. Sensitivity varied by tumor characteristics. © RSNA, 2020 Online supplemental material is available for this article."
32720846,An abbreviated WISC-5 model for identifying youth at risk for intellectual disability in a mixed clinical sample,T Andrew Zabel,"Objective: The correct ""dosing"" of neuropsychological assessment is of interest for the purposes of cost management and the personalization of medicine/assessment. In this context, embedded IQ screening, rather than routine comprehensive IQ testing, may be useful in identifying youth at risk for Intellectual Disability (ID) for whom further assessment is needed. This retrospective, cross-sectional study examined subtests from the Wechsler Intelligence Scale for Children-Fifth Edition (WISC-5) needed to identify youth with Full Scale IQ (FSIQ) ≤75. Method: Data were obtained from a large pediatric clinically referred sample (N = 4,299; Mean Age = 10.7 years; Range = 6-16y; 66% male; 54% White; 29% receiving Public Insurance), divided into training (n = 2149) and test (n = 2150) samples. Results: In the training sample, sequential and additive regression-based models for predicting FSIQ comprised of one (Block Design [BD]), two (BD + Similarities [SI]), three (BD + SI + Matrix Reasoning [MR]), and four (BD + SI + MR + Digit Span [DS]) subtests of the WISC-5 explained 61.3%, 82.7%, 88.5%, and 93.0% of FSIQ variance, respectively. Using a predicted FSIQ ≤ 80 as a cut score to identify persons with observed FSIQ ≤75, the two subtest (BD + SI) model showed strong sensitivity (83.4), specificity (90.5), and negative predictive value (96.2) in the test sample; however, positive predictive value was low (65.3%). Three and four subtest models provided incremental, but modest gains in classification metrics. Conclusions: Findings suggest the first several subtests of the WISC-5 can be used to identify clinically referred youth at risk for ID who subsequently require full administration of the WISC-5 for consideration of an ID diagnosis."
32720518,Directed jaya algorithm for delivering nano-robots to cancer area,Doaa Ezzat,"In the last few years, it was proposed to deliver drugs using Nano-robots for treating cancer. This paper compares between two recent and efficient algorithms for delivering Nano-robots to cancer area. These algorithms are Jaya algorithm and Directed Particle Swarm Optimization (DPSO) algorithm. In this paper, we also propose a new hybrid algorithm that combines Jaya and DPSO to speed up the process of Nano-robots delivery. The proposed algorithm is called Directed Jaya (DJaya) algorithm. Experiments have proved that the efficiency of DJaya is higher than both Jaya and DPSO. We show experimentally that DJaya starts delivering Nano-robots earlier than DPSO to facilitate the initiation of the drug release. Also, DJaya finishes delivering Nano-robots earlier than Jaya to complete the drug dose. In addition to this, DJaya groups the Nano-robots together in the target area like DPSO to speed up the drug release process. We finally propose a new strategy for destroying cancer cells efficiently with relatively small number of Nano-robots. This strategy can save 40% of Nano-robots."
32720177,Automated operative phase identification in peroral endoscopic myotomy,Thomas M Ward,"Background: Artificial intelligence (AI) and computer vision (CV) have revolutionized image analysis. In surgery, CV applications have focused on surgical phase identification in laparoscopic videos. We proposed to apply CV techniques to identify phases in an endoscopic procedure, peroral endoscopic myotomy (POEM). Methods: POEM videos were collected from Massachusetts General and Showa University Koto Toyosu Hospitals. Videos were labeled by surgeons with the following ground truth phases: (1) Submucosal injection, (2) Mucosotomy, (3) Submucosal tunnel, (4) Myotomy, and (5) Mucosotomy closure. The deep-learning CV model-Convolutional Neural Network (CNN) plus Long Short-Term Memory (LSTM)-was trained on 30 videos to create POEMNet. We then used POEMNet to identify operative phases in the remaining 20 videos. The model's performance was compared to surgeon annotated ground truth. Results: POEMNet's overall phase identification accuracy was 87.6% (95% CI 87.4-87.9%). When evaluated on a per-phase basis, the model performed well, with mean unweighted and prevalence-weighted F1 scores of 0.766 and 0.875, respectively. The model performed best with longer phases, with 70.6% accuracy for phases that had a duration under 5 min and 88.3% accuracy for longer phases. Discussion: A deep-learning-based approach to CV, previously successful in laparoscopic video phase identification, translates well to endoscopic procedures. With continued refinements, AI could contribute to intra-operative decision-support systems and post-operative risk prediction."
32720165,Artificial intelligence and smartphone program applications (Apps) : Relevance for dermatological practice],A Blum,"Advantages of artificial intelligence (ai): With responsible, safe and successful use of artificial intelligence (AI), possible advantages in the field of dermato-oncology include the following: (1) medical work can focus on skin cancer patients, (2) patients can be more quickly and effectively treated despite the increasing incidence of skin cancer and the decreasing number of actively working dermatologists and (3) users can learn from the AI results. POTENTIAL DISADVANTAGES AND RISKS OF AI USE: (1) Lack of mutual trust can develop due to the decreased patient-physician contact, (2) additional time effort will be necessary to promptly evaluate the AI-classified benign lesions, (3) lack of adequate medical experience to recognize misclassified AI decisions and (4) recontacting a patient in due time in the case of incorrect AI classifications. Still problematic in the use of AI are the medicolegal situation and remuneration. Apps using AI currently cannot provide sufficient assistance based on clinical images of skin cancer. Requirements and possible use of smartphone program applications: Smartphone program applications (apps) can be implemented responsibly when the image quality is good, the patient's history can be entered easily, transmission of the image and results are assured and medicolegal aspects as well as remuneration are clarified. Apps can be used for disease-specific information material and can optimize patient care by using teledermatology."
32719767,COVID-19 Patient Health Prediction Using Boosted Random Forest Algorithm,Celestine Iwendi,"Integration of artificial intelligence (AI) techniques in wireless infrastructure, real-time collection, and processing of end-user devices is now in high demand. It is now superlative to use AI to detect and predict pandemics of a colossal nature. The Coronavirus disease 2019 (COVID-19) pandemic, which originated in Wuhan China, has had disastrous effects on the global community and has overburdened advanced healthcare systems throughout the world. Globally; over 4,063,525 confirmed cases and 282,244 deaths have been recorded as of 11th May 2020, according to the European Centre for Disease Prevention and Control agency. However, the current rapid and exponential rise in the number of patients has necessitated efficient and quick prediction of the possible outcome of an infected patient for appropriate treatment using AI techniques. This paper proposes a fine-tuned Random Forest model boosted by the AdaBoost algorithm. The model uses the COVID-19 patient's geographical, travel, health, and demographic data to predict the severity of the case and the possible outcome, recovery, or death. The model has an accuracy of 94% and a F1 Score of 0.86 on the dataset used. The data analysis reveals a positive correlation between patients' gender and deaths, and also indicates that the majority of patients are aged between 20 and 70 years."
32719645,Socioemotional Resources Account for Academic Adjustment in Moroccan Adolescents,Daniel Cortés-Denia,"This study aimed to analyze the relationship of both positive socioemotional resources [emotional intelligence (EI) and social support] and negative states (test anxiety and depression) with academic adjustment, as measured by academic performance and self-concept, among Moroccan adolescents. The participants were 845 students from Morocco (372 boys, 473 girls; mean age 15.58 years; SD = 1.69; range = 13-18) who were attending secondary education (79.8%) or high school. The participants completed a questionnaire that included scales to measure the variables of interest, adapted for and validated in Moroccan adolescents. A multiple mediation serial model with four mediator variables confirmed that academic self-concept was positively and directly predicted by EI, academic performance, and social support, whereas test anxiety and depression had a negative effect. Second, EI predicted self-concept through its indirect effects on test anxiety and academic performance, social support, and depression. EI was the most protective factor. This model has good performance in explaining the variation in test anxiety (1.6%), depression (14.2%), social support (9.5%), academic performance (6.8%), and self-concept (35.7%). This study helps clarify the relationship of positive and negative socioemotional states with the academic performance of adolescents in Morocco. This study contributes to the literature by enhancing knowledge of adolescents in societies that, like Morocco, have a less elaborated tradition at these levels of education and that are considering education in their agenda as a way of enhancing national development and promoting EI to allow youth development in a healthier society."
32719644,Does Blindness Boost Working Memory? A Natural Experiment and Cross-Cultural Study,Heiner Rindermann,"Intelligence requires sufficient working-memory capacity. Traditionally, working memory was seen as a process and as a prerequisite for fluid intelligence. Working memory was assumed to be determined by maturation and health. There is a gap in the literature: It is still not fully understood to which extent and how working memory can be influenced. So this study tested how visual impairment and the extent of visual impairment are related to working memory capacity. In our study we compared N = 249 children (6-16 years) with and without visual impairment (blind, visually impaired, and sighted) in two countries (South Africa and Austria) at different development levels on their working-memory capacity and verbal comprehension. Using the WISC-IV, blind and visually impaired children showed higher working-memory capacity than sighted children (r = + 0.35, 14, and 3 IQ points, respectively). On the other hand, visually impaired children showed a weakness in verbal comprehension (r = -0.39, on average 13 IQ points lower). The pattern remained robust when SES and race-ethnicity were controlled. Our natural (quasi-)experiment shows a pattern, which is unlikely to be genetic, and so supports the view that working memory and intelligence scores can be modified."
32719466,"Genetic copy number variants, cognition and psychosis: a meta-analysis and a family study",Johan H Thygesen,"The burden of large and rare copy number genetic variants (CNVs) as well as certain specific CNVs increase the risk of developing schizophrenia. Several cognitive measures are purported schizophrenia endophenotypes and may represent an intermediate point between genetics and the illness. This paper investigates the influence of CNVs on cognition. We conducted a systematic review and meta-analysis of the literature exploring the effect of CNV burden on general intelligence. We included ten primary studies with a total of 18,847 participants and found no evidence of association. In a new psychosis family study, we investigated the effects of CNVs on specific cognitive abilities. We examined the burden of large and rare CNVs (>200 kb, <1% MAF) as well as known schizophrenia-associated CNVs in patients with psychotic disorders, their unaffected relatives and controls (N = 3428) from the Psychosis Endophenotypes International Consortium (PEIC). The carriers of specific schizophrenia-associated CNVs showed poorer performance than non-carriers in immediate (P = 0.0036) and delayed (P = 0.0115) verbal recall. We found suggestive evidence that carriers of schizophrenia-associated CNVs had poorer block design performance (P = 0.0307). We do not find any association between CNV burden and cognition. Our findings show that the known high-risk CNVs are not only associated with schizophrenia and other neurodevelopmental disorders, but are also a contributing factor to impairment in cognitive domains such as memory and perceptual reasoning, and act as intermediate biomarkers of disease risk."
32719441,A deep learning approach to identify smoke plumes in satellite imagery in near-real time for health risk communication,Alexandra Larsen,"Background: Wildland fire (wildfire; bushfire) pollution contributes to poor air quality, a risk factor for premature death. The frequency and intensity of wildfires are expected to increase; improved tools for estimating exposure to fire smoke are vital. New-generation satellite-based sensors produce high-resolution spectral images, providing real-time information of surface features during wildfire episodes. Because of the vast size of such data, new automated methods for processing information are required. Objective: We present a deep fully convolutional neural network (FCN) for predicting fire smoke in satellite imagery in near-real time (NRT). Methods: The FCN identifies fire smoke using output from operational smoke identification methods as training data, leveraging validated smoke products in a framework that can be operationalized in NRT. We demonstrate this for a fire episode in Australia; the algorithm is applicable to any geographic region. Results: The algorithm has high classification accuracy (99.5% of pixels correctly classified on average) and precision (average intersection over union = 57.6%). Significance: The FCN algorithm has high potential as an exposure-assessment tool, capable of providing critical information to fire managers, health and environmental agencies, and the general public to prevent the health risks associated with exposure to hazardous smoke from wildland fires in NRT."
32719359,"Genes, the brain, and artificial intelligence in evolution",Naoyuki Kamatani,"Three important systems, genes, the brain, and artificial intelligence (especially deep learning) have similar goals, namely, the maximization of likelihood or minimization of cross-entropy. Animal brains have evolved through predator-prey interactions in which maximizing survival probability and transmission of genes to offspring were the main objectives. Coordinate transformation for a rigid body necessary to win predator-prey battles requires a huge amount of matrix operations in the brain similar to those performed by a powerful GPU. Things (molecules), information (genes), and energy (ATP) are essential for using Maxwell's demon model to understand how a living system maintains a low level of entropy. However, while the history of medicine and biology saw molecular biology and genetics disciplines flourish, the study of energy has been limited, despite estimates that >10% all human genes code energy-related proteins. Since there are a large number of molecular and genetic diseases, many energy-related diseases must exist as well. In addition to mitochondrial disease, common diseases such as neurodegenerative diseases, muscle diseases, cardiomyopathy, and diabetes are candidates for diseases related to cellular energy shortage. We are developing ATP enhancer, a drug to treat such diseases. I predict that in the future, the frontier of medicine and biology will involve energy and entropy, and the frontier of science will be about the cognitive processes that scientists' brains use to study mathematics and physics. That will be understood by comparing the abilities that were necessary to survive battles between predators and prey during evolutionary history."
32719039,"Lung involvement in macrophage activation syndrome and severe COVID-19: results from a cross-sectional study to assess clinical, laboratory and artificial intelligence-radiological differences",Piero Ruscitti,"Objectives: To evaluate the clinical pictures, laboratory tests and imaging of patients with lung involvement, either from severe COVID-19 or macrophage activation syndrome (MAS), in order to assess how similar these two diseases are. Methods: The present work has been designed as a cross-sectional single-centre study to compare characteristics of patients with lung involvement either from MAS or severe COVID-19. Chest CT scans were assessed by using an artificial intelligence (AI)-based software. Results: Ten patients with MAS and 47 patients with severe COVID-19 with lung involvement were assessed. Although all patients showed fever and dyspnoea, patients with MAS were characterised by thrombocytopaenia, whereas patients with severe COVID-19 were characterised by lymphopaenia and neutrophilia. Higher values of H-score characterised patients with MAS when compared with severe COVID-19. AI-reconstructed images of chest CT scan showed that apical, basal, peripheral and bilateral distributions of ground-glass opacities (GGOs), as well as apical consolidations, were more represented in severe COVID-19 than in MAS. C reactive protein directly correlated with GGOs extension in both diseases. Furthermore, lymphopaenia inversely correlated with GGOs extension in severe COVID-19. Conclusions: Our data could suggest laboratory and radiological differences between MAS and severe COVID-19, paving the way for further hypotheses to be investigated in future confirmatory studies."
